timestamp,origin,destination,distance_m,duration_s
2026-05-14 12:59:30.892046,Thu Duc,Suoi Tien,6232.2,470.7
2026-05-14 12:59:32.754481,Saigon Bridge,District 3,6374.8,490.8
2026-05-14 12:59:34.567794,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-14 12:59:36.440185,Ben Thanh Market,Eastern Bus Station,7355.2,504.3
2026-05-14 12:59:38.289189,District 5,District 1,5848.2,458.1
2026-05-14 12:59:40.115113,Tan Son Nhat Airport,Ben Thanh Market,8221,740.5
2026-05-14 12:59:41.973089,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 12:59:44.034619,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 12:59:45.913514,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-14 12:59:47.766640,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 12:59:50.305886,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 12:59:52.171030,Landmark 81,District 1,5018.4,459.3
2026-05-14 12:59:54.029353,Tan Son Nhat Airport,Pham Van Dong,9639.5,793.8
2026-05-14 12:59:55.884997,VNU HCM,Tan Son Nhat Airport,25089.7,1561.3
2026-05-14 12:59:57.723357,High Tech Park,Thu Duc,7502.3,551.3
2026-05-14 12:59:59.533643,High Tech Park,Thu Duc,7502.3,551.3
2026-05-14 13:00:01.378397,Hang Xanh,VNU HCM,19798.6,1109.1
2026-05-14 13:00:03.207884,Ben Thanh Market,VNU HCM,21104.5,1394.7
2026-05-14 13:00:05.076072,High Tech Park,VNU HCM,7746.7,584
2026-05-14 13:00:06.928888,Hang Xanh,Tan Son Nhat Airport,7975.1,672.6
2026-05-14 13:00:08.730518,District 5,Saigon Bridge,9130.6,671.7
2026-05-14 13:00:10.561980,Landmark 81,Pham Van Dong,6264,497.9
2026-05-14 13:00:12.482298,Pham Van Dong,Thu Thiem Tunnel,11342.5,841.2
2026-05-14 13:00:14.302562,Landmark 81,Thu Thiem Tunnel,6918.9,616
2026-05-14 13:00:16.114334,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:00:17.966975,VNU HCM,District 3,21598.9,1460.1
2026-05-14 13:00:19.803265,Hang Xanh,District 3,6164,484.4
2026-05-14 13:00:21.830754,Thu Duc,Suoi Tien,6232.2,470.7
2026-05-14 13:00:23.905347,VNU HCM,Hang Xanh,16884,1116.7
2026-05-14 13:00:25.765727,Ben Thanh Market,High Tech Park,19711.9,1278.5
2026-05-14 13:00:27.611182,Eastern Bus Station,Saigon Bridge,5032.4,369.1
2026-05-14 13:00:29.468032,Thu Duc,Pham Van Dong,4964.4,378.4
2026-05-14 13:00:31.326924,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-14 13:00:33.144371,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-14 13:00:34.968833,Thu Duc,Landmark 81,11220.8,780.4
2026-05-14 13:00:36.931761,High Tech Park,Hang Xanh,15531.1,976.4
2026-05-14 13:00:38.833185,District 1,Hang Xanh,4098.1,330.8
2026-05-14 13:00:41.326261,Hang Xanh,District 1,4749.1,413.4
2026-05-14 13:00:43.231241,Saigon Bridge,Thu Duc,9579.8,619.6
2026-05-14 13:00:46.120232,Thu Duc,Hang Xanh,9517,617.6
2026-05-14 13:00:47.937699,High Tech Park,District 5,23360.5,1503.2
2026-05-14 13:00:49.767876,Thu Thiem Tunnel,Ben Thanh Market,3748.6,316
2026-05-14 13:00:51.594255,Linh Trung,District 1,19024.7,1152.9
2026-05-14 13:00:53.445787,Suoi Tien,District 1,21262.7,1245.4
2026-05-14 13:00:55.264544,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:00:57.723520,District 5,Eastern Bus Station,10191,704.9
2026-05-14 13:00:59.580922,Eastern Bus Station,Pham Van Dong,2003,154.8
2026-05-14 13:01:01.855896,Tan Son Nhat Airport,Thu Duc,14349.5,1063.7
2026-05-14 13:01:03.689772,Eastern Bus Station,VNU HCM,17155.7,938.1
2026-05-14 13:01:05.562856,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 13:01:08.592659,Hang Xanh,High Tech Park,15168.4,1054.3
2026-05-14 13:01:10.506582,Hang Xanh,Linh Trung,15719.2,896.5
2026-05-14 13:01:12.375805,Thu Thiem Tunnel,Eastern Bus Station,8277.9,579.6
2026-05-14 13:01:14.482364,Landmark 81,Ben Thanh Market,5840.4,519
2026-05-14 13:01:16.380227,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:01:19.712460,District 3,District 5,4479.7,346.9
2026-05-14 13:01:21.629760,Thu Thiem Tunnel,District 1,4200.3,371.8
2026-05-14 13:01:23.475063,Thu Thiem Tunnel,Pham Van Dong,8970,655
2026-05-14 13:01:25.324023,Landmark 81,District 1,5018.4,459.3
2026-05-14 13:01:27.217,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:01:29.107774,District 3,District 1,3743.9,294.4
2026-05-14 13:01:31.254337,District 1,Hang Xanh,4098.1,330.8
2026-05-14 13:01:33.339522,Binh Thanh,Hang Xanh,1260.1,104.9
2026-05-14 13:01:35.217848,Thu Thiem Tunnel,District 5,8066.2,624.2
2026-05-14 13:01:37.106023,Thu Thiem Tunnel,Landmark 81,4899.5,433.1
2026-05-14 13:01:39.251191,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:01:41.146654,Thu Duc,District 1,13108.5,874.4
2026-05-14 13:01:42.987725,Landmark 81,Pham Van Dong,6264,497.9
2026-05-14 13:01:44.875125,District 3,District 1,3743.9,294.4
2026-05-14 13:01:46.757027,Pham Van Dong,Suoi Tien,10568.3,760.2
2026-05-14 13:01:49.864699,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:01:51.767850,Eastern Bus Station,Pham Van Dong,2003,154.8
2026-05-14 13:01:53.633879,District 5,High Tech Park,22547.7,1479.1
2026-05-14 13:01:55.481199,VNU HCM,Binh Thanh,18447.1,1060.2
2026-05-14 13:01:57.357845,Tan Son Nhat Airport,VNU HCM,26109.9,1679.8
2026-05-14 13:02:00.453737,Suoi Tien,Eastern Bus Station,14796.8,790.7
2026-05-14 13:02:02.818124,Ben Thanh Market,Binh Thanh,7264.9,502.7
2026-05-14 13:02:04.722909,VNU HCM,Linh Trung,5596,550.8
2026-05-14 13:02:06.587959,Landmark 81,District 1,5018.4,459.3
2026-05-14 13:02:08.511220,Thu Duc,Pham Van Dong,4964.4,378.4
2026-05-14 13:02:10.439481,Landmark 81,Saigon Bridge,1412,149
2026-05-14 13:02:12.325299,Suoi Tien,Ben Thanh Market,19040,1294.2
2026-05-14 13:02:14.214887,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-14 13:02:16.114019,District 1,Tan Son Nhat Airport,7654.6,653.2
2026-05-14 13:02:18.396214,Pham Van Dong,Binh Thanh,4086.2,286.9
2026-05-14 13:02:20.275901,Tan Son Nhat Airport,Eastern Bus Station,8954.2,741.7
2026-05-14 13:02:22.138086,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-14 13:02:24.005553,Tan Son Nhat Airport,Binh Thanh,8669.7,771.7
2026-05-14 13:02:25.870011,Hang Xanh,High Tech Park,15168.4,1054.3
2026-05-14 13:02:27.752252,District 5,High Tech Park,22547.7,1479.1
2026-05-14 13:02:29.652068,District 3,Saigon Bridge,6423.7,467.7
2026-05-14 13:02:31.485317,District 1,High Tech Park,18455.9,1223.3
2026-05-14 13:02:33.341612,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-14 13:02:35.436958,Eastern Bus Station,Pham Van Dong,2003,154.8
2026-05-14 13:02:37.287960,Landmark 81,Suoi Tien,13521.8,861.4
2026-05-14 13:02:39.179936,District 1,Landmark 81,4579.7,422.4
2026-05-14 13:02:41.078027,Ben Thanh Market,Hang Xanh,4855.2,378.2
2026-05-14 13:02:43.264547,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 13:02:45.131669,District 3,Hang Xanh,4984.1,374.8
2026-05-14 13:02:46.954372,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:02:48.812778,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-14 13:02:50.656249,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:02:52.499022,District 5,Binh Thanh,10100.7,703.3
2026-05-14 13:02:54.369918,District 3,Tan Son Nhat Airport,5138.1,499.9
2026-05-14 13:02:56.459323,Binh Thanh,Hang Xanh,1260.1,104.9
2026-05-14 13:02:58.281454,District 5,Saigon Bridge,9130.6,671.7
2026-05-14 13:03:00.090110,District 1,District 5,4868.2,397.4
2026-05-14 13:03:01.908288,Hang Xanh,District 1,4749.1,413.4
2026-05-14 13:03:03.741708,Pham Van Dong,High Tech Park,11903.6,873.5
2026-05-14 13:03:05.548158,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-14 13:03:07.380415,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-14 13:03:09.915177,Thu Duc,Suoi Tien,6232.2,470.7
2026-05-14 13:03:11.740062,Ben Thanh Market,District 1,1502.8,173.1
2026-05-14 13:03:13.596248,Saigon Bridge,District 1,5022.5,392.7
2026-05-14 13:03:15.439974,Thu Duc,Tan Son Nhat Airport,13940.2,955
2026-05-14 13:03:17.274672,Eastern Bus Station,District 3,9191.7,605.1
2026-05-14 13:03:19.104360,District 1,Saigon Bridge,5010.8,397.6
2026-05-14 13:03:20.956368,District 5,Tan Son Nhat Airport,8237.3,670.7
2026-05-14 13:03:22.780138,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-14 13:03:24.661224,Binh Thanh,High Tech Park,16529.1,1027.2
2026-05-14 13:03:26.494804,District 1,Linh Trung,19674.3,1182.4
2026-05-14 13:03:28.331216,District 1,Suoi Tien,17120.6,1110
2026-05-14 13:03:30.139891,Tan Son Nhat Airport,VNU HCM,26109.9,1679.8
2026-05-14 13:03:31.990546,Suoi Tien,District 5,25792.2,1499.8
2026-05-14 13:03:33.838121,VNU HCM,Ben Thanh Market,20705.1,1410
2026-05-14 13:03:35.705193,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:03:37.529413,District 1,Pham Van Dong,7290.2,532.3
2026-05-14 13:03:39.377101,Thu Thiem Tunnel,Pham Van Dong,8970,655
2026-05-14 13:03:41.221101,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:03:43.078127,Binh Thanh,District 5,9381.1,616.1
2026-05-14 13:03:44.935319,Thu Duc,District 1,13108.5,874.4
2026-05-14 13:03:46.758020,District 1,District 5,4868.2,397.4
2026-05-14 13:03:48.600415,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-14 13:03:50.439266,District 3,Hang Xanh,4984.1,374.8
2026-05-14 13:03:52.282417,Tan Son Nhat Airport,High Tech Park,21455.1,1600.9
2026-05-14 13:03:54.148696,Landmark 81,High Tech Park,14857.1,974.7
2026-05-14 13:03:55.977183,Landmark 81,Linh Trung,14165.6,1016.3
2026-05-14 13:03:57.795741,District 5,Eastern Bus Station,10191,704.9
2026-05-14 13:03:59.599111,District 1,High Tech Park,18455.9,1223.3
2026-05-14 13:04:01.718282,VNU HCM,Pham Van Dong,17506.4,1036.7
2026-05-14 13:04:03.540263,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-14 13:04:05.413290,Ben Thanh Market,Thu Duc,12775.1,850.4
2026-05-14 13:04:07.252971,Thu Thiem Tunnel,Hang Xanh,5777.9,453.5
2026-05-14 13:04:09.101240,Thu Duc,Linh Trung,6943.1,520.4
2026-05-14 13:04:10.955255,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:04:12.829783,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-14 13:04:14.714101,Binh Thanh,District 1,4851.6,361.7
2026-05-14 13:04:16.550379,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 13:04:18.433902,Suoi Tien,District 5,25792.2,1499.8
2026-05-14 13:04:20.306019,Linh Trung,Thu Thiem Tunnel,21447.9,1351.4
2026-05-14 13:04:22.128865,Thu Duc,High Tech Park,7567.5,584
2026-05-14 13:04:23.980991,Suoi Tien,VNU HCM,3163.8,311.9
2026-05-14 13:04:25.810388,District 5,Binh Thanh,10100.7,703.3
2026-05-14 13:04:27.647490,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:04:29.801642,Eastern Bus Station,High Tech Park,16971.4,911
2026-05-14 13:04:31.634556,Ben Thanh Market,District 1,1502.8,173.1
2026-05-14 13:04:33.538311,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-14 13:04:35.432928,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-14 13:04:37.310311,District 3,Landmark 81,6275.4,515.6
2026-05-14 13:04:39.204454,Ben Thanh Market,Pham Van Dong,8047.3,579.7
2026-05-14 13:04:41.077095,Tan Son Nhat Airport,Thu Thiem Tunnel,10041.6,867.2
2026-05-14 13:04:42.918121,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:04:44.764881,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-14 13:04:46.885262,Thu Thiem Tunnel,High Tech Park,17424.7,1070.9
2026-05-14 13:04:48.799353,Hang Xanh,Saigon Bridge,2376.2,231.6
2026-05-14 13:04:50.659189,Hang Xanh,High Tech Park,15168.4,1054.3
2026-05-14 13:04:52.500298,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:04:54.355759,Suoi Tien,Thu Thiem Tunnel,19359.3,1305.2
2026-05-14 13:04:56.248765,District 5,High Tech Park,22547.7,1479.1
2026-05-14 13:04:58.128234,Ben Thanh Market,VNU HCM,21104.5,1394.7
2026-05-14 13:05:00.003204,District 1,Landmark 81,4579.7,422.4
2026-05-14 13:05:01.877329,Suoi Tien,Eastern Bus Station,14796.8,790.7
2026-05-14 13:05:03.722894,District 3,Linh Trung,20560.3,1226.4
2026-05-14 13:05:05.598422,VNU HCM,Binh Thanh,18447.1,1060.2
2026-05-14 13:05:07.425734,Hang Xanh,Linh Trung,15719.2,896.5
2026-05-14 13:05:09.288192,Saigon Bridge,District 1,5022.5,392.7
2026-05-14 13:05:11.163196,Eastern Bus Station,Linh Trung,13076.3,725.5
2026-05-14 13:05:13.037302,Thu Thiem Tunnel,District 3,6758.6,536.3
2026-05-14 13:05:14.891961,District 5,Linh Trung,23267.2,1430.4
2026-05-14 13:05:16.774826,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:05:18.666915,District 1,Pham Van Dong,7290.2,532.3
2026-05-14 13:05:20.550546,District 3,VNU HCM,21233.4,1391.3
2026-05-14 13:05:22.432569,High Tech Park,Eastern Bus Station,16815.5,934.9
2026-05-14 13:05:24.325646,District 5,VNU HCM,23940.3,1595.3
2026-05-14 13:05:26.163555,Landmark 81,District 3,7786.8,639.8
2026-05-14 13:05:27.978965,VNU HCM,Landmark 81,16355.5,1101.7
2026-05-14 13:05:29.782328,District 5,Tan Son Nhat Airport,8237.3,670.7
2026-05-14 13:05:31.617527,Linh Trung,District 3,20439.7,1223.9
2026-05-14 13:05:33.442912,VNU HCM,Ben Thanh Market,20705.1,1410
2026-05-14 13:05:35.591533,Ben Thanh Market,District 5,4415.5,354.2
2026-05-14 13:05:37.443072,Landmark 81,Ben Thanh Market,5840.4,519
2026-05-14 13:05:39.309540,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-14 13:05:41.173602,Saigon Bridge,District 1,5022.5,392.7
2026-05-14 13:05:43.283371,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-14 13:05:45.130734,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-14 13:05:47.252671,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-14 13:05:49.112801,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:05:50.958390,Landmark 81,VNU HCM,16249.7,1090.9
2026-05-14 13:05:52.809259,Tan Son Nhat Airport,VNU HCM,26109.9,1679.8
2026-05-14 13:05:55.489509,Ben Thanh Market,Thu Thiem Tunnel,2691.8,249.3
2026-05-14 13:05:57.376915,Hang Xanh,Tan Son Nhat Airport,7975.1,672.6
2026-05-14 13:06:00.478309,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-14 13:06:02.319588,Thu Duc,Binh Thanh,8275.4,518.6
2026-05-14 13:06:04.142513,Pham Van Dong,Linh Trung,11279.3,809.9
2026-05-14 13:06:05.988991,Suoi Tien,Linh Trung,3578.5,380.2
2026-05-14 13:06:07.819430,High Tech Park,District 1,18893.6,1221.7
2026-05-14 13:06:09.677124,High Tech Park,Saigon Bridge,14451.5,887
2026-05-14 13:06:11.536545,Tan Son Nhat Airport,Thu Duc,14349.5,1063.7
2026-05-14 13:06:13.607296,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-14 13:06:15.446783,Pham Van Dong,Suoi Tien,10568.3,760.2
2026-05-14 13:06:17.281861,Thu Duc,VNU HCM,8960.1,700.2
2026-05-14 13:06:19.379380,Saigon Bridge,District 3,6374.8,490.8
2026-05-14 13:06:21.211742,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-14 13:06:23.078674,Linh Trung,Landmark 81,17136.9,1058.9
2026-05-14 13:06:24.905876,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-14 13:06:26.746698,Thu Thiem Tunnel,Hang Xanh,5777.9,453.5
2026-05-14 13:06:28.626511,District 3,Ben Thanh Market,2945,249.1
2026-05-14 13:06:30.460682,Thu Duc,Suoi Tien,6232.2,470.7
2026-05-14 13:06:32.758456,Eastern Bus Station,VNU HCM,17155.7,938.1
2026-05-14 13:06:34.571526,VNU HCM,Pham Van Dong,17506.4,1036.7
2026-05-14 13:06:36.406842,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:06:38.223516,Eastern Bus Station,District 1,7776.8,534.1
2026-05-14 13:06:40.316261,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-14 13:06:42.140418,Linh Trung,District 3,20439.7,1223.9
2026-05-14 13:06:44.007100,Ben Thanh Market,Thu Duc,12775.1,850.4
2026-05-14 13:06:45.833734,District 1,Pham Van Dong,7290.2,532.3
2026-05-14 13:06:47.668340,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:06:49.518384,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:06:51.381352,Thu Duc,Tan Son Nhat Airport,13940.2,955
2026-05-14 13:06:53.492014,District 1,Suoi Tien,17120.6,1110
2026-05-14 13:06:55.318550,Eastern Bus Station,VNU HCM,17155.7,938.1
2026-05-14 13:06:58.293780,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:07:00.136980,District 5,Hang Xanh,7691,578.8
2026-05-14 13:07:02.000617,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-14 13:07:03.853720,Eastern Bus Station,Saigon Bridge,5032.4,369.1
2026-05-14 13:07:05.686240,High Tech Park,Tan Son Nhat Airport,21205.5,1475.1
2026-05-14 13:07:07.525681,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-14 13:07:09.383870,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:07:11.247756,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-14 13:07:13.085758,VNU HCM,Thu Thiem Tunnel,21024.4,1421
2026-05-14 13:07:14.935765,Thu Duc,Binh Thanh,8275.4,518.6
2026-05-14 13:07:16.766167,District 1,Suoi Tien,17120.6,1110
2026-05-14 13:07:18.614337,District 3,Binh Thanh,7393.7,499.3
2026-05-14 13:07:20.525588,District 3,Binh Thanh,7393.7,499.3
2026-05-14 13:07:22.342991,District 5,Thu Thiem Tunnel,5709.9,488.8
2026-05-14 13:07:24.205301,Thu Duc,VNU HCM,8960.1,700.2
2026-05-14 13:07:26.076622,Linh Trung,VNU HCM,8147.5,670.1
2026-05-14 13:07:27.948549,District 3,Thu Duc,12903.9,847
2026-05-14 13:07:29.835980,Linh Trung,Thu Duc,6037.4,475
2026-05-14 13:07:31.756923,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-14 13:07:33.730765,Binh Thanh,Thu Thiem Tunnel,7274.8,560.2
2026-05-14 13:07:36.614397,Linh Trung,High Tech Park,7963.2,643
2026-05-14 13:07:38.514685,Linh Trung,Thu Duc,6037.4,475
2026-05-14 13:07:41.386027,Tan Son Nhat Airport,Binh Thanh,8669.7,771.7
2026-05-14 13:07:43.376799,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:07:45.253907,VNU HCM,District 3,21598.9,1460.1
2026-05-14 13:07:47.197063,Linh Trung,High Tech Park,7963.2,643
2026-05-14 13:07:50.305530,District 3,Ben Thanh Market,2945,249.1
2026-05-14 13:07:52.254845,District 5,District 1,5848.2,458.1
2026-05-14 13:07:54.166807,District 1,Saigon Bridge,5010.8,397.6
2026-05-14 13:07:56.032694,Hang Xanh,Tan Son Nhat Airport,7975.1,672.6
2026-05-14 13:07:57.881996,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:07:59.709287,Thu Thiem Tunnel,District 3,6758.6,536.3
2026-05-14 13:08:01.654289,District 1,Landmark 81,4579.7,422.4
2026-05-14 13:08:03.534498,District 5,Linh Trung,23267.2,1430.4
2026-05-14 13:08:05.400292,High Tech Park,Hang Xanh,15531.1,976.4
2026-05-14 13:08:07.314245,Thu Duc,Eastern Bus Station,8049.2,496.1
2026-05-14 13:08:09.206102,District 5,Saigon Bridge,9130.6,671.7
2026-05-14 13:08:11.153280,Eastern Bus Station,Suoi Tien,14427.7,708.6
2026-05-14 13:08:13.820745,Thu Thiem Tunnel,Hang Xanh,5777.9,453.5
2026-05-14 13:08:15.730803,Linh Trung,District 3,20439.7,1223.9
2026-05-14 13:08:17.597285,Suoi Tien,Eastern Bus Station,14796.8,790.7
2026-05-14 13:08:19.469639,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:08:21.351455,Ben Thanh Market,Eastern Bus Station,7355.2,504.3
2026-05-14 13:08:23.210084,District 1,Pham Van Dong,7290.2,532.3
2026-05-14 13:08:25.083585,District 5,Landmark 81,8982.3,719.6
2026-05-14 13:08:27.500645,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-14 13:08:29.688727,Binh Thanh,Hang Xanh,1260.1,104.9
2026-05-14 13:08:31.550940,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-14 13:08:33.500819,Suoi Tien,Thu Thiem Tunnel,19359.3,1305.2
2026-05-14 13:08:35.714407,District 3,Hang Xanh,4984.1,374.8
2026-05-14 13:08:38.186796,High Tech Park,District 5,23360.5,1503.2
2026-05-14 13:08:40.064183,District 3,District 5,4479.7,346.9
2026-05-14 13:08:41.940265,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:08:43.848485,Pham Van Dong,Thu Duc,4798,336.3
2026-05-14 13:08:45.799777,Binh Thanh,Ben Thanh Market,5547.7,423.5
2026-05-14 13:08:47.958792,Binh Thanh,District 5,9381.1,616.1
2026-05-14 13:08:50.510979,Ben Thanh Market,District 3,3107.9,266.3
2026-05-14 13:08:52.385585,Pham Van Dong,District 5,12532.1,864.3
2026-05-14 13:08:54.369800,Eastern Bus Station,VNU HCM,17155.7,938.1
2026-05-14 13:08:56.287416,District 3,Saigon Bridge,6423.7,467.7
2026-05-14 13:08:58.149637,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-14 13:09:00.058870,VNU HCM,District 1,20246.6,1362
2026-05-14 13:09:01.958680,District 1,Suoi Tien,17120.6,1110
2026-05-14 13:09:04.590693,Ben Thanh Market,District 1,1502.8,173.1
2026-05-14 13:09:07.364762,Pham Van Dong,District 3,9714.3,671.6
2026-05-14 13:09:09.225649,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:09:11.229834,District 1,Pham Van Dong,7290.2,532.3
2026-05-14 13:09:13.222988,Ben Thanh Market,Hang Xanh,4855.2,378.2
2026-05-14 13:09:15.064828,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-14 13:09:17.030299,Binh Thanh,District 5,9381.1,616.1
2026-05-14 13:09:18.985011,Pham Van Dong,District 5,12532.1,864.3
2026-05-14 13:09:20.849780,VNU HCM,Pham Van Dong,17506.4,1036.7
2026-05-14 13:09:22.758972,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:09:24.672863,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:09:26.529661,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-14 13:09:28.397166,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:09:30.312958,Tan Son Nhat Airport,Thu Duc,14349.5,1063.7
2026-05-14 13:09:32.189181,District 3,Tan Son Nhat Airport,5138.1,499.9
2026-05-14 13:09:34.070145,District 5,Hang Xanh,7691,578.8
2026-05-14 13:09:35.964981,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:09:37.849951,VNU HCM,High Tech Park,7795.2,617.6
2026-05-14 13:09:39.763251,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:09:41.640170,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:09:43.591292,Linh Trung,Landmark 81,17136.9,1058.9
2026-05-14 13:09:45.468742,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 13:09:47.334120,Thu Duc,District 5,16721.3,1096
2026-05-14 13:09:49.227418,Eastern Bus Station,Ben Thanh Market,8472.9,595.9
2026-05-14 13:09:51.093166,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 13:09:52.941088,Hang Xanh,High Tech Park,15168.4,1054.3
2026-05-14 13:09:54.902980,Linh Trung,District 5,23554.3,1407.3
2026-05-14 13:09:56.799708,Linh Trung,District 1,19024.7,1152.9
2026-05-14 13:09:58.704841,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-14 13:10:00.579007,District 3,VNU HCM,21233.4,1391.3
2026-05-14 13:10:02.474802,Eastern Bus Station,Thu Duc,6730.8,425.5
2026-05-14 13:10:04.739915,Hang Xanh,Binh Thanh,2552.6,169.4
2026-05-14 13:10:06.709253,Eastern Bus Station,District 5,12306.3,788.5
2026-05-14 13:10:08.616821,Hang Xanh,High Tech Park,15168.4,1054.3
2026-05-14 13:10:10.512779,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:10:12.458039,Tan Son Nhat Airport,Eastern Bus Station,8954.2,741.7
2026-05-14 13:10:14.340194,Thu Thiem Tunnel,Eastern Bus Station,8277.9,579.6
2026-05-14 13:10:16.214348,Pham Van Dong,Ben Thanh Market,9615.4,704.5
2026-05-14 13:10:18.391636,District 5,Hang Xanh,7691,578.8
2026-05-14 13:10:20.323168,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-14 13:10:22.300092,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-14 13:10:24.242609,Hang Xanh,Binh Thanh,2552.6,169.4
2026-05-14 13:10:26.242343,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-14 13:10:28.167896,District 1,Hang Xanh,4098.1,330.8
2026-05-14 13:10:30.049870,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-14 13:10:31.863576,Pham Van Dong,Suoi Tien,10568.3,760.2
2026-05-14 13:10:33.714951,District 1,Thu Duc,12018,803
2026-05-14 13:10:35.624692,High Tech Park,Thu Thiem Tunnel,19671.4,1280.7
2026-05-14 13:10:37.469645,High Tech Park,District 5,23360.5,1503.2
2026-05-14 13:10:39.307463,Ben Thanh Market,Linh Trung,20431.4,1229.8
2026-05-14 13:10:41.139108,Binh Thanh,Eastern Bus Station,3760,231
2026-05-14 13:10:43.038784,Eastern Bus Station,High Tech Park,16971.4,911
