timestamp,time_label,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Thu Duc,arterial,mixed,565,0,0,4783,1.0
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Binh Thanh,arterial,residential,679,0,223,3137,1.328
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Suoi Tien,arterial,commercial,1395,0,0,10921,1.0
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Linh Trung,arterial,industrial,1463,0,0,10968,1.0
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Landmark 81,arterial,commercial,1249,0,126,5781,1.101
2026-07-29 09:31:24,rush_morning,Pham Van Dong,Thu Thiem Tunnel,arterial,transport,2243,0,488,10996,1.218
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,District 1,commercial,mixed,315,0,0,1027,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Tan Son Nhat Airport,commercial,transport,2374,0,0,15206,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,High Tech Park,commercial,industrial,2273,0,0,19931,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Linh Trung,commercial,industrial,2441,0,0,20338,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Binh Thanh,commercial,residential,1831,0,0,7059,1.0
2026-07-29 09:37:06,rush_morning,District 1,Ben Thanh Market,mixed,commercial,161,0,0,585,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Saigon Bridge,commercial,bridge,1070,0,0,6443,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Hang Xanh,commercial,arterial,1273,0,0,6210,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,Eastern Bus Station,commercial,transport,1735,0,0,9195,1.0
2026-07-29 09:37:06,rush_morning,Ben Thanh Market,VNU HCM,commercial,university,2655,0,0,21315,1.0
2026-07-29 09:37:06,rush_morning,District 1,Tan Son Nhat Airport,mixed,transport,2133,0,164,12124,1.077
2026-07-29 09:37:06,rush_morning,District 1,Eastern Bus Station,mixed,transport,1435,0,0,7055,1.0
2026-07-29 09:37:06,rush_morning,District 1,Suoi Tien,mixed,commercial,1981,0,0,17048,1.0
2026-07-29 09:37:06,rush_morning,District 1,Thu Duc,mixed,mixed,1861,0,0,11966,1.0
2026-07-29 09:37:06,rush_morning,District 1,High Tech Park,mixed,industrial,2076,0,0,18392,1.0
2026-07-29 09:37:06,rush_morning,District 3,District 1,residential,mixed,1057,0,169,3360,1.16
2026-07-29 09:37:06,rush_morning,District 1,Pham Van Dong,mixed,arterial,1417,0,0,7320,1.0
2026-07-29 09:37:06,rush_morning,District 3,Tan Son Nhat Airport,residential,transport,1554,0,0,12129,1.0
2026-07-29 09:37:06,rush_morning,District 3,Ben Thanh Market,residential,commercial,1038,0,169,3327,1.163
2026-07-29 09:37:06,rush_morning,District 3,Binh Thanh,residential,residential,1543,0,0,7753,1.0
2026-07-29 09:37:06,rush_morning,District 3,Saigon Bridge,residential,bridge,1266,0,138,6386,1.109
2026-07-29 09:37:06,rush_morning,District 3,Hang Xanh,residential,arterial,1156,0,138,4970,1.119
2026-07-29 09:37:06,rush_morning,District 3,Eastern Bus Station,residential,transport,1619,0,138,7955,1.085
2026-07-29 09:37:06,rush_morning,District 3,Pham Van Dong,residential,arterial,1600,0,138,8221,1.086
2026-07-29 09:37:06,rush_morning,District 3,High Tech Park,residential,industrial,2432,0,138,19846,1.057
2026-07-29 09:37:06,rush_morning,District 5,Tan Son Nhat Airport,residential,transport,2242,0,0,13067,1.0
2026-07-29 09:37:06,rush_morning,District 5,District 3,residential,residential,1191,0,0,4569,1.0
2026-07-29 09:37:06,rush_morning,District 5,Linh Trung,residential,industrial,2917,0,0,24633,1.0
2026-07-29 09:37:06,rush_morning,District 5,Thu Duc,residential,mixed,2622,0,58,15571,1.022
2026-07-29 09:37:06,rush_morning,District 5,Binh Thanh,residential,residential,2199,0,58,9189,1.026
2026-07-29 09:37:06,rush_morning,District 5,Thu Thiem Tunnel,residential,transport,911,0,0,6143,1.0
2026-07-29 09:37:06,rush_morning,Binh Thanh,Landmark 81,residential,commercial,821,0,312,2858,1.38
2026-07-29 09:37:06,rush_morning,Binh Thanh,District 3,residential,residential,1454,0,48,7446,1.033
2026-07-29 09:37:06,rush_morning,District 5,Pham Van Dong,residential,arterial,2176,0,58,10925,1.027
2026-07-29 09:37:06,rush_morning,Binh Thanh,District 5,residential,residential,2181,0,253,9219,1.116
2026-07-29 09:37:06,rush_morning,Binh Thanh,Thu Duc,residential,mixed,1019,0,0,8158,1.0
2026-07-29 09:37:06,rush_morning,Binh Thanh,Hang Xanh,residential,arterial,450,0,249,891,1.553
2026-07-29 09:37:06,rush_morning,Binh Thanh,Saigon Bridge,residential,bridge,744,0,0,2995,1.0
2026-07-29 09:37:06,rush_morning,Binh Thanh,Linh Trung,residential,industrial,1891,0,0,14343,1.0
2026-07-29 09:37:06,rush_morning,Binh Thanh,Suoi Tien,residential,commercial,1857,0,0,14296,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Thu Duc,transport,mixed,2062,0,0,16710,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Suoi Tien,transport,commercial,3006,0,0,22503,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Ben Thanh Market,transport,commercial,2275,0,270,12323,1.119
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Linh Trung,transport,industrial,2951,0,0,22895,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,District 5,transport,residential,2170,0,0,11801,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Eastern Bus Station,transport,transport,1778,0,0,13125,1.0
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Saigon Bridge,transport,bridge,2342,0,45,14402,1.019
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Hang Xanh,transport,arterial,2048,0,45,12610,1.022
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,Thu Thiem Tunnel,transport,transport,2701,0,97,15029,1.036
2026-07-29 09:37:06,rush_morning,Tan Son Nhat Airport,VNU HCM,transport,university,3223,0,0,25162,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,Hang Xanh,commercial,arterial,364,0,0,2305,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,High Tech Park,commercial,industrial,1443,0,0,14476,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,Eastern Bus Station,commercial,transport,827,0,0,5290,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,Thu Duc,commercial,mixed,1253,0,0,10201,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,VNU HCM,commercial,university,1810,0,0,15860,1.0
2026-07-29 09:37:06,rush_morning,Landmark 81,Pham Van Dong,commercial,arterial,808,0,0,5556,1.0
2026-07-29 09:37:06,rush_morning,Thu Duc,Tan Son Nhat Airport,mixed,transport,2380,0,256,16742,1.108
2026-07-29 09:37:06,rush_morning,Thu Duc,Landmark 81,mixed,commercial,1763,0,103,13139,1.058
2026-07-29 09:37:06,rush_morning,Thu Duc,District 3,mixed,residential,2417,0,256,14277,1.106
2026-07-29 09:37:06,rush_morning,Thu Duc,District 5,mixed,residential,3080,0,307,19902,1.1
2026-07-29 09:37:06,rush_morning,Thu Duc,High Tech Park,mixed,industrial,974,0,0,7571,1.0
2026-07-29 09:37:06,rush_morning,Thu Duc,VNU HCM,mixed,university,1334,0,0,8955,1.0
2026-07-29 09:37:06,rush_morning,Thu Duc,Saigon Bridge,mixed,bridge,1484,0,103,10830,1.069
2026-07-29 09:37:06,rush_morning,Linh Trung,District 1,industrial,mixed,3017,0,343,19117,1.114
2026-07-29 09:37:06,rush_morning,Linh Trung,Ben Thanh Market,industrial,commercial,2859,0,44,19831,1.015
2026-07-29 09:37:06,rush_morning,Linh Trung,Thu Duc,industrial,mixed,1009,0,0,5685,1.0
2026-07-29 09:37:06,rush_morning,Linh Trung,Suoi Tien,industrial,commercial,595,0,0,3549,1.0
2026-07-29 09:37:06,rush_morning,Linh Trung,District 3,industrial,residential,2916,0,0,19493,1.0
2026-07-29 09:37:06,rush_morning,Linh Trung,District 5,industrial,residential,3535,0,44,25938,1.012
2026-07-29 09:37:06,rush_morning,Linh Trung,Binh Thanh,industrial,residential,1868,0,244,12527,1.131
2026-07-29 09:37:06,rush_morning,Linh Trung,Eastern Bus Station,industrial,transport,1353,0,0,10572,1.0
2026-07-29 09:37:06,rush_morning,Linh Trung,Saigon Bridge,industrial,bridge,2166,0,343,14135,1.158
2026-07-29 09:37:06,rush_morning,Suoi Tien,Binh Thanh,commercial,residential,2135,0,244,15120,1.114
2026-07-29 09:37:06,rush_morning,Linh Trung,Pham Van Dong,industrial,arterial,1488,0,0,11404,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,Ben Thanh Market,commercial,commercial,2784,0,0,19867,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,High Tech Park,commercial,industrial,834,0,0,6120,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,Landmark 81,commercial,commercial,2115,0,0,16485,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,Thu Duc,commercial,mixed,1102,0,0,7217,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,VNU HCM,commercial,university,627,0,0,3183,1.0
2026-07-29 09:37:06,rush_morning,Suoi Tien,Thu Thiem Tunnel,commercial,transport,2890,0,0,22752,1.0
2026-07-29 09:37:06,rush_morning,High Tech Park,District 1,industrial,mixed,2338,0,230,18378,1.098
2026-07-29 09:37:06,rush_morning,High Tech Park,Linh Trung,industrial,industrial,1165,0,306,6774,1.263
2026-07-29 09:37:06,rush_morning,High Tech Park,Binh Thanh,industrial,residential,2382,0,542,14559,1.228
2026-07-29 09:37:06,rush_morning,High Tech Park,District 3,industrial,residential,2760,0,230,22189,1.083
2026-07-29 09:37:06,rush_morning,High Tech Park,District 5,industrial,residential,2827,0,230,22417,1.081
2026-07-29 09:37:06,rush_morning,High Tech Park,Eastern Bus Station,industrial,transport,2006,0,273,13030,1.136
2026-07-29 09:37:06,rush_morning,High Tech Park,VNU HCM,industrial,university,1217,0,138,6959,1.113
2026-07-29 09:37:06,rush_morning,High Tech Park,Thu Thiem Tunnel,industrial,transport,2329,0,285,19205,1.122
2026-07-29 09:37:06,rush_morning,High Tech Park,Hang Xanh,industrial,arterial,1903,0,230,17429,1.121
2026-07-29 09:37:06,rush_morning,VNU HCM,Ben Thanh Market,university,commercial,2828,0,0,22188,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Thu Duc,university,mixed,1210,0,0,9537,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Suoi Tien,university,commercial,707,0,0,6250,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Eastern Bus Station,university,transport,1775,0,0,15846,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Saigon Bridge,university,bridge,2043,0,174,16492,1.085
2026-07-29 09:37:06,rush_morning,VNU HCM,Hang Xanh,university,arterial,2052,0,0,17545,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Thu Thiem Tunnel,university,transport,2984,0,174,23556,1.058
2026-07-29 09:37:06,rush_morning,Hang Xanh,Binh Thanh,arterial,residential,642,0,0,1979,1.0
2026-07-29 09:37:06,rush_morning,Hang Xanh,District 1,arterial,mixed,1157,0,0,4710,1.0
2026-07-29 09:37:06,rush_morning,Hang Xanh,Tan Son Nhat Airport,arterial,transport,2085,0,0,12714,1.0
2026-07-29 09:37:06,rush_morning,VNU HCM,Pham Van Dong,university,arterial,1902,0,0,16678,1.0
2026-07-29 09:37:06,rush_morning,Hang Xanh,Eastern Bus Station,arterial,transport,546,0,0,3127,1.0
2026-07-29 09:37:06,rush_morning,Hang Xanh,Pham Van Dong,arterial,arterial,526,0,0,3392,1.0
2026-07-29 09:37:06,rush_morning,Hang Xanh,Thu Thiem Tunnel,arterial,transport,1339,0,17,7301,1.013
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Ben Thanh Market,bridge,commercial,1095,0,104,6120,1.095
2026-07-29 09:37:06,rush_morning,Hang Xanh,VNU HCM,arterial,university,2103,0,0,17323,1.0
2026-07-29 09:37:06,rush_morning,Saigon Bridge,District 3,bridge,residential,1104,0,0,7675,1.0
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Binh Thanh,bridge,residential,775,0,0,3372,1.0
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Thu Duc,bridge,mixed,1120,0,0,9528,1.0
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Linh Trung,bridge,industrial,1879,0,122,16953,1.065
2026-07-29 09:37:06,rush_morning,Saigon Bridge,District 5,bridge,residential,1673,0,35,11001,1.021
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Pham Van Dong,bridge,arterial,675,0,0,4882,1.0
2026-07-29 09:37:06,rush_morning,Saigon Bridge,Hang Xanh,bridge,arterial,231,0,0,1631,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,Tan Son Nhat Airport,transport,transport,1752,0,0,11936,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,District 1,transport,mixed,2075,0,557,7743,1.268
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,District 3,transport,residential,1836,0,0,9213,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,Thu Duc,transport,mixed,662,0,0,5590,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,High Tech Park,transport,industrial,1709,0,122,13072,1.071
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,Suoi Tien,transport,commercial,1576,0,0,13276,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,Landmark 81,transport,commercial,1162,0,0,5708,1.0
2026-07-29 09:37:06,rush_morning,Eastern Bus Station,Linh Trung,transport,industrial,1538,0,0,11775,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Landmark 81,transport,commercial,696,0,0,5090,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Suoi Tien,transport,commercial,1818,0,0,16059,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Binh Thanh,transport,residential,1493,0,0,8656,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,District 3,transport,residential,1484,0,79,7161,1.053
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Linh Trung,transport,industrial,2078,0,0,17810,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,High Tech Park,transport,industrial,1913,0,0,17403,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Hang Xanh,transport,arterial,960,0,0,6915,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Eastern Bus Station,transport,transport,1422,0,0,9900,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,Pham Van Dong,transport,arterial,1404,0,0,10166,1.0
2026-07-29 09:37:06,rush_morning,Thu Thiem Tunnel,VNU HCM,transport,university,2233,0,0,18787,1.0
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Binh Thanh,arterial,residential,723,0,269,3137,1.372
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Tan Son Nhat Airport,arterial,transport,1836,0,143,12568,1.078
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Landmark 81,arterial,commercial,1225,0,0,6371,1.0
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Linh Trung,arterial,industrial,1441,0,0,10968,1.0
2026-07-29 09:37:06,rush_morning,Pham Van Dong,High Tech Park,arterial,industrial,1606,0,122,12266,1.076
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Eastern Bus Station,arterial,transport,189,0,0,1182,1.0
2026-07-29 09:37:06,rush_morning,Pham Van Dong,Thu Thiem Tunnel,arterial,transport,2302,0,557,10996,1.242
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,District 5,commercial,residential,950,0,0,4596,1.0
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Landmark 81,commercial,commercial,1031,0,0,6249,1.0
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Tan Son Nhat Airport,commercial,transport,2296,0,0,13111,1.0
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Suoi Tien,commercial,commercial,2148,0,0,18587,1.0
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Binh Thanh,commercial,residential,1679,0,190,6950,1.113
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Saigon Bridge,commercial,bridge,1065,0,0,6443,1.0
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Eastern Bus Station,commercial,transport,1673,0,190,8421,1.114
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Hang Xanh,commercial,arterial,1210,0,190,5435,1.157
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,Pham Van Dong,commercial,arterial,1655,0,190,8686,1.115
2026-07-29 09:42:50,rush_morning,Ben Thanh Market,VNU HCM,commercial,university,2620,0,0,21315,1.0
2026-07-29 09:42:50,rush_morning,District 1,Saigon Bridge,mixed,bridge,870,0,0,4904,1.0
2026-07-29 09:42:50,rush_morning,District 1,Tan Son Nhat Airport,mixed,transport,2129,0,168,12124,1.079
2026-07-29 09:42:50,rush_morning,District 1,Hang Xanh,mixed,arterial,970,0,0,4069,1.0
2026-07-29 09:42:50,rush_morning,District 1,Suoi Tien,mixed,commercial,1941,0,0,17048,1.0
2026-07-29 09:42:50,rush_morning,District 1,Thu Duc,mixed,mixed,1859,0,0,11966,1.0
2026-07-29 09:42:50,rush_morning,District 1,High Tech Park,mixed,industrial,2038,0,0,18392,1.0
2026-07-29 09:42:50,rush_morning,District 1,VNU HCM,mixed,university,2417,0,0,19776,1.0
2026-07-29 09:42:50,rush_morning,District 1,Linh Trung,mixed,industrial,2207,0,0,18799,1.0
2026-07-29 09:42:50,rush_morning,District 1,Thu Thiem Tunnel,mixed,transport,767,0,111,3813,1.145
2026-07-29 09:42:50,rush_morning,District 3,Ben Thanh Market,residential,commercial,872,0,64,2922,1.073
2026-07-29 09:42:50,rush_morning,District 3,District 5,residential,residential,918,0,6,4156,1.007
2026-07-29 09:42:50,rush_morning,District 1,Pham Van Dong,mixed,arterial,1414,0,0,7320,1.0
2026-07-29 09:42:50,rush_morning,District 3,Binh Thanh,residential,residential,1416,0,15,6015,1.011
2026-07-29 09:42:50,rush_morning,District 3,Saigon Bridge,residential,bridge,1186,0,0,6386,1.0
2026-07-29 09:42:50,rush_morning,District 5,District 1,residential,mixed,1114,0,0,5152,1.0
2026-07-29 09:42:50,rush_morning,District 3,Hang Xanh,residential,arterial,1076,0,0,4970,1.0
2026-07-29 09:42:50,rush_morning,District 3,Suoi Tien,residential,commercial,2233,0,0,18502,1.0
2026-07-29 09:42:50,rush_morning,District 3,High Tech Park,residential,industrial,2328,0,0,19846,1.0
2026-07-29 09:42:50,rush_morning,District 5,Tan Son Nhat Airport,residential,transport,2245,0,0,13067,1.0
2026-07-29 09:42:50,rush_morning,District 5,District 3,residential,residential,1147,0,0,4495,1.0
2026-07-29 09:42:50,rush_morning,District 5,Landmark 81,residential,commercial,1574,0,48,10544,1.03
2026-07-29 09:42:50,rush_morning,District 5,Suoi Tien,residential,commercial,2697,0,48,22882,1.018
2026-07-29 09:42:50,rush_morning,District 5,Binh Thanh,residential,residential,2250,0,116,9189,1.052
2026-07-29 09:42:50,rush_morning,Binh Thanh,District 1,residential,mixed,1420,0,262,5284,1.185
2026-07-29 09:42:50,rush_morning,District 5,Thu Thiem Tunnel,residential,transport,1183,0,292,6143,1.247
2026-07-29 09:42:50,rush_morning,District 5,Eastern Bus Station,residential,transport,2172,0,0,10659,1.0
2026-07-29 09:42:50,rush_morning,District 5,Saigon Bridge,residential,bridge,1607,0,48,10738,1.03
2026-07-29 09:42:50,rush_morning,District 5,Pham Van Dong,residential,arterial,2226,0,116,10925,1.052
2026-07-29 09:42:50,rush_morning,Binh Thanh,Thu Duc,residential,mixed,1019,0,0,8158,1.0
2026-07-29 09:42:50,rush_morning,Binh Thanh,Suoi Tien,residential,commercial,1846,0,262,15169,1.142
2026-07-29 09:42:50,rush_morning,Binh Thanh,Linh Trung,residential,industrial,1873,0,0,14343,1.0
2026-07-29 09:42:50,rush_morning,Binh Thanh,High Tech Park,residential,industrial,1944,0,262,16513,1.135
2026-07-29 09:42:50,rush_morning,Binh Thanh,VNU HCM,residential,university,2151,0,0,16610,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,District 3,transport,residential,1489,0,0,10461,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Suoi Tien,transport,commercial,3001,0,0,22503,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,High Tech Park,transport,industrial,3128,0,0,23847,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Ben Thanh Market,transport,commercial,2249,0,108,12323,1.048
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,District 5,transport,residential,2166,0,0,11801,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Saigon Bridge,transport,bridge,2316,0,0,14402,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Eastern Bus Station,transport,transport,1775,0,0,13125,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Thu Thiem Tunnel,transport,transport,2644,0,108,14815,1.041
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,Hang Xanh,transport,arterial,2022,0,0,12610,1.0
2026-07-29 09:42:50,rush_morning,Tan Son Nhat Airport,VNU HCM,transport,university,3229,0,0,25162,1.0
2026-07-29 09:42:50,rush_morning,Landmark 81,Saigon Bridge,commercial,bridge,133,0,0,673,1.0
2026-07-29 09:42:50,rush_morning,Landmark 81,Binh Thanh,commercial,residential,953,0,223,4722,1.234
2026-07-29 09:42:50,rush_morning,Landmark 81,Thu Duc,commercial,mixed,1252,0,0,10201,1.0
2026-07-29 09:42:50,rush_morning,Landmark 81,Linh Trung,commercial,industrial,1777,0,273,14883,1.154
2026-07-29 09:42:50,rush_morning,Landmark 81,VNU HCM,commercial,university,1988,0,273,15860,1.137
2026-07-29 09:42:50,rush_morning,Landmark 81,Thu Thiem Tunnel,commercial,transport,1249,0,111,7765,1.089
2026-07-29 09:42:50,rush_morning,Landmark 81,Pham Van Dong,commercial,arterial,807,0,0,5556,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,District 1,mixed,mixed,2160,0,0,15811,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,Ben Thanh Market,mixed,commercial,2182,0,0,16420,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,District 3,mixed,residential,2295,0,0,16639,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,Suoi Tien,mixed,commercial,1005,0,0,6272,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,Eastern Bus Station,mixed,transport,758,0,120,5356,1.158
2026-07-29 09:42:50,rush_morning,Thu Duc,High Tech Park,mixed,industrial,1083,0,0,7558,1.0
2026-07-29 09:42:50,rush_morning,Thu Duc,VNU HCM,mixed,university,1293,0,0,9063,1.0
2026-07-29 09:42:50,rush_morning,Linh Trung,Ben Thanh Market,industrial,commercial,2734,0,77,19171,1.028
2026-07-29 09:42:50,rush_morning,Linh Trung,District 3,industrial,residential,2925,0,0,19493,1.0
2026-07-29 09:42:50,rush_morning,Linh Trung,Thu Duc,industrial,mixed,1018,0,0,5685,1.0
2026-07-29 09:42:50,rush_morning,Linh Trung,Suoi Tien,industrial,commercial,584,0,0,3549,1.0
2026-07-29 09:42:50,rush_morning,Linh Trung,Binh Thanh,industrial,residential,1854,0,223,12527,1.12
2026-07-29 09:42:50,rush_morning,Linh Trung,Landmark 81,industrial,commercial,2157,0,77,15891,1.036
2026-07-29 09:42:50,rush_morning,Linh Trung,District 5,industrial,residential,3472,0,282,22653,1.081
2026-07-29 09:42:50,rush_morning,Linh Trung,Eastern Bus Station,industrial,transport,1369,0,0,10572,1.0
2026-07-29 09:42:50,rush_morning,Linh Trung,Saigon Bridge,industrial,bridge,1879,0,77,13581,1.041
2026-07-29 09:42:50,rush_morning,Linh Trung,Thu Thiem Tunnel,industrial,transport,2818,0,77,20645,1.027
2026-07-29 09:42:50,rush_morning,Suoi Tien,District 3,commercial,residential,2820,0,77,20058,1.027
2026-07-29 09:42:50,rush_morning,Suoi Tien,District 5,commercial,residential,3449,0,282,23321,1.082
2026-07-29 09:42:50,rush_morning,Suoi Tien,VNU HCM,commercial,university,629,0,0,3183,1.0
2026-07-29 09:42:50,rush_morning,Suoi Tien,Linh Trung,commercial,industrial,645,0,0,3441,1.0
2026-07-29 09:42:50,rush_morning,Suoi Tien,Thu Duc,commercial,mixed,1160,0,0,7294,1.0
2026-07-29 09:42:50,rush_morning,Suoi Tien,High Tech Park,commercial,industrial,873,0,0,6196,1.0
2026-07-29 09:42:50,rush_morning,Suoi Tien,Landmark 81,commercial,commercial,2134,0,77,16558,1.036
2026-07-29 09:42:50,rush_morning,High Tech Park,Suoi Tien,industrial,commercial,752,0,150,5023,1.199
2026-07-29 09:42:50,rush_morning,High Tech Park,Linh Trung,industrial,industrial,1003,0,150,6774,1.15
2026-07-29 09:42:50,rush_morning,High Tech Park,Thu Duc,industrial,mixed,1127,0,85,7490,1.075
2026-07-29 09:42:50,rush_morning,High Tech Park,District 5,industrial,residential,2788,0,79,22909,1.028
2026-07-29 09:42:50,rush_morning,High Tech Park,District 3,industrial,residential,2710,0,79,22680,1.029
2026-07-29 09:42:50,rush_morning,High Tech Park,VNU HCM,industrial,university,1105,0,0,6959,1.0
2026-07-29 09:42:50,rush_morning,High Tech Park,Saigon Bridge,industrial,bridge,1746,0,79,16871,1.045
2026-07-29 09:42:50,rush_morning,High Tech Park,Hang Xanh,industrial,arterial,1860,0,79,17921,1.042
2026-07-29 09:42:50,rush_morning,High Tech Park,Thu Thiem Tunnel,industrial,transport,2241,0,79,19697,1.035
2026-07-29 09:42:50,rush_morning,VNU HCM,District 1,university,mixed,2690,0,77,21551,1.029
2026-07-29 09:42:50,rush_morning,VNU HCM,High Tech Park,university,industrial,966,0,0,8516,1.0
2026-07-29 09:42:50,rush_morning,VNU HCM,Eastern Bus Station,university,transport,1773,0,0,15846,1.0
2026-07-29 09:42:50,rush_morning,VNU HCM,Thu Duc,university,mixed,1218,0,0,9615,1.0
2026-07-29 09:42:50,rush_morning,VNU HCM,Tan Son Nhat Airport,university,transport,3299,0,0,27232,1.0
2026-07-29 09:42:50,rush_morning,VNU HCM,Binh Thanh,university,residential,2271,0,223,17801,1.098
2026-07-29 09:42:50,rush_morning,Hang Xanh,District 1,arterial,mixed,1150,0,0,4710,1.0
2026-07-29 09:42:50,rush_morning,VNU HCM,Thu Thiem Tunnel,university,transport,2903,0,282,22429,1.097
2026-07-29 09:42:50,rush_morning,VNU HCM,Pham Van Dong,university,arterial,1901,0,0,16678,1.0
2026-07-29 09:42:50,rush_morning,Hang Xanh,District 3,arterial,residential,1179,0,0,5644,1.0
2026-07-29 09:42:50,rush_morning,Hang Xanh,Ben Thanh Market,arterial,commercial,1166,0,0,4917,1.0
2026-07-29 09:42:50,rush_morning,Hang Xanh,Pham Van Dong,arterial,arterial,526,0,0,3392,1.0
2026-07-29 09:42:50,rush_morning,Hang Xanh,Eastern Bus Station,arterial,transport,545,0,0,3127,1.0
2026-07-29 09:42:50,rush_morning,Hang Xanh,Suoi Tien,arterial,commercial,1723,0,190,14595,1.11
